Run,Seed,Reward Regime,Ticks,Completed Tasks,Failed Tasks,Completion Rate (%),Discovered Completion (%),Explored Area (%),Individual Tasks,Cooperative Tasks,Completed Cooperative Tasks,Total Bids,Contested Auction Rounds,Unresolved Auction Rounds,Contracts Awarded,Contract Memberships,Contract Releases,Coalition Attempts,Coalitions Formed,Coalition Tasks Completed,Coalition Success (%),Coalition Formation Efficiency (%),Mean Coalition Size,Mean Coalition Delay,Task Value,Rewards Distributed,Mission Bonuses,Reward Gini,Contract Gini,Top 20% Reward Share (%),Current Links,Mean Network Degree,Network Density,Isolated Robots,Information Transmissions,Unique Information Acquisitions,Information Coverage (%),Information Redundancy,Mean Reputation,Competitive Robots,Cooperative Robots,Balanced Robots,Strategy Switches,Coordination Overhead,Mission Efficiency,Energy Used,Energy Remaining,Failed — Undiscovered,Failed — Auction/No Feasible,Failed — Deadline After Assignment,Failed — Other,Task State Pass,Energy Error,Reward Error,Reputation Bounds Pass,Strategy Validity Pass
93,24,leader-priority,307,25,5,83.33333333333333,92.5925925925926,69.93464052287581,18,12,9,554,29,263,29,51,4,276,13,9,69.23076923076923,4.7101449275362315,2.6666666666666665,35.44444444444444,2909.265785629125,2909.265785629125,0,0.26537280872396507,0.20653594771241823,32.53669223796531,4,0.5333333333333333,0.0380952380952381,10,414,376,89.55555555555556,0.09178743961352658,0.5025887908074789,7,5,3,56,49.92,1.505841602355034,721.986592135076,1508.429695051283,3,2,0,0,True,1.3642420526593924e-12,4.547473508864641e-13,True,True
94,24,equal-share,260,26,4,86.66666666666667,92.85714285714286,61.13033448673587,18,12,10,1646,130,545,32,60,6,561,16,10,62.5,2.8520499108734403,2.7,67.2,3168.342942128911,3168.342942128911,0,0.26783861066034764,0.2844444444444445,36.22665293841057,10,1.3333333333333333,0.09523809523809523,5,391,378,90.88888888888889,0.03324808184143223,0.4999796801304294,4,3,8,49,100.15384615384616,0.9919732057663972,602.980365307401,1627.4359218789582,2,2,0,0,True,6.821210263296962e-13,0,True,True
95,24,contribution-based,286,23,7,76.66666666666667,85.18518518518519,64.05228758169935,18,12,8,1766,159,558,31,60,8,574,16,8,50,2.7874564459930316,2.75,88.66666666666667,2705.9723211766513,2705.9723211766513,0,0.27745229446959585,0.328888888888889,35.508977509719244,7,0.9333333333333333,0.06666666666666667,5,383,361,87.11111111111111,0.057441253263707574,0.4967258215633234,7,4,4,49,118.73913043478261,0.8023481072552109,663.5664667342893,1566.8498204520702,3,3,0,1,True,4.547473508864641e-13,4.547473508864641e-13,True,True
96,24,mission-aligned,247,28,2,93.33333333333333,93.33333333333333,61.783929257977704,18,12,10,2171,155,495,30,50,2,507,12,10,83.33333333333333,2.366863905325444,2.7,61.7,3326.5537042263477,4158.192130282933,831.6384260565869,0.331404506359563,0.28533333333333344,41.302783108561506,16,2.1333333333333333,0.1523809523809524,3,447,413,99.55555555555556,0.07606263982102908,0.506393770202003,6,2,7,50,111.67857142857143,0.9029510491782509,591.0908565904499,1639.32543059591,0,2,0,0,True,2.2737367544323206e-13,0,True,True
97,25,leader-priority,260,27,3,90,96.42857142857143,62.091503267973856,17,13,12,1047,72,424,31,60,4,439,15,12,80,3.416856492027335,2.9166666666666665,45.25,3146.4798625469816,3146.4798625469816,0,0.37226095190081887,0.2844444444444445,40.871952437662316,13,1.7333333333333334,0.12380952380952381,3,396,373,90,0.05808080808080808,0.504207152781005,5,7,3,57,69.85185185185185,1.2571776048474326,639.812530556356,1595.456216855572,2,1,0,0,True,4.547473508864641e-13,0,True,True
98,25,equal-share,269,27,3,90,93.10344827586206,67.08958093041139,17,13,11,553,42,216,27,46,0,227,11,11,100,4.845814977973569,2.727272727272727,23.636363636363637,3117.4250321672625,3117.4250321672625,0,0.2820396087219734,0.22608695652173916,34.02923476267092,6,0.8,0.05714285714285714,5,443,402,96.22222222222223,0.09255079006772009,0.5059051571473908,5,4,6,42,45.2962962962963,1.6884439391003454,664.330197867465,1570.9385495444637,1,2,0,0,True,2.2737367544323206e-13,4.547473508864641e-13,True,True
99,25,contribution-based,203,29,1,96.66666666666667,96.66666666666667,49.750096116878126,17,13,12,823,71,331,33,63,4,347,16,12,75,4.610951008645533,2.8333333333333335,46.833333333333336,3375.9373549750617,3375.9373549750617,0,0.3743079300063783,0.20740740740740748,38.70980412812277,16,2.1333333333333333,0.1523809523809524,0,470,400,95.77777777777777,0.14893617021276595,0.504863416547927,7,4,4,46,56.689655172413794,1.6346745881113576,491.20452420777787,1744.0642232041503,0,1,0,0,True,4.547473508864641e-13,4.547473508864641e-13,True,True
100,25,mission-aligned,269,27,3,90,93.10344827586206,67.08958093041139,17,13,11,553,42,216,27,46,0,227,11,11,100,4.845814977973569,2.727272727272727,23.636363636363637,3117.4250321672625,3896.7812902090786,779.3562580418155,0.2820396087219732,0.22608695652173916,34.02923476267093,6,0.8,0.05714285714285714,5,443,402,96.22222222222223,0.09255079006772009,0.5059051571473908,5,4,6,37,45.2962962962963,1.6884439391003454,664.330197867465,1570.9385495444637,1,2,0,0,True,2.2737367544323206e-13,0,True,True
101,26,leader-priority,275,28,2,93.33333333333333,93.33333333333333,67.1280276816609,18,12,10,2254,199,727,30,52,2,739,12,10,83.33333333333333,1.6238159675236807,2.9,45,3213.6598551876777,3213.6598551876777,0,0.3255977726178465,0.2974358974358975,37.52497099615155,11,1.4666666666666666,0.10476190476190476,3,440,404,97.77777777777777,0.08181818181818182,0.5057089583259662,5,5,5,42,122.67857142857143,0.7928909611227929,654.0918029849846,1585.4217966732126,0,2,0,0,True,1.3642420526593924e-12,4.547473508864641e-13,True,True
102,26,equal-share,274,27,3,90,93.10344827586206,64.85966935793925,18,12,9,1877,191,478,32,60,5,492,14,9,64.28571428571429,2.845528455284553,3,74.77777777777777,3104.1848307193977,3104.1848307193977,0,0.28959385693291684,0.2666666666666666,36.532819009399965,8,1.0666666666666667,0.0761904761904762,7,438,390,93.77777777777777,0.1095890410958904,0.5009213549098565,4,6,5,46,104.14814814814815,0.9122192907775964,638.8932101110469,1600.6203895471513,1,2,0,0,True,2.2737367544323206e-13,1.3642420526593924e-12,True,True
103,26,contribution-based,296,28,2,93.33333333333333,96.55172413793103,67.3202614379085,18,12,11,1822,156,463,31,59,3,477,14,11,78.57142857142857,2.9350104821802936,3,50.90909090909091,3253.4587521569683,3253.4587521569683,0,0.24590203558603618,0.3141242937853108,30.28373905443015,15,2,0.14285714285714285,1,438,385,92.88888888888889,0.12100456621004566,0.5036547053541497,4,6,5,64,97.85714285714286,0.9591810704897386,704.9130102263356,1534.6005894318614,1,1,0,0,True,1.1368683772161603e-12,4.547473508864641e-13,True,True
104,26,mission-aligned,274,27,3,90,93.10344827586206,64.85966935793925,18,12,9,1877,191,478,32,60,5,492,14,9,64.28571428571429,2.845528455284553,3,74.77777777777777,3104.1848307193977,3880.2310383992462,776.0462076798493,0.2895938569329164,0.2666666666666666,36.53281900939995,8,1.0666666666666667,0.0761904761904762,7,438,390,93.77777777777777,0.1095890410958904,0.5009213549098565,4,6,5,46,104.14814814814815,0.9122192907775964,638.8932101110469,1600.6203895471513,1,2,0,0,True,2.2737367544323206e-13,4.547473508864641e-13,True,True
105,27,leader-priority,241,30,0,100,100,58.477508650519034,19,11,11,423,47,155,34,60,4,170,15,11,73.33333333333333,8.823529411764707,2.727272727272727,29.636363636363637,3503.1926073832697,3503.1926073832697,0,0.3700631376300456,0.2777777777777779,38.89871080321028,19,2.533333333333333,0.18095238095238095,2,482,419,99.77777777777777,0.13070539419087138,0.5029861454059816,7,5,3,39,35.96666666666667,2.221120340718249,561.2187319892959,1762.9219130051026,0,0,0,0,True,0,4.547473508864641e-13,True,True
106,27,equal-share,245,26,4,86.66666666666667,96.29629629629629,58.78508266051519,19,11,11,731,80,215,29,51,3,228,13,11,84.61538461538461,5.701754385964913,2.6363636363636362,29.09090909090909,3131.7147948993133,3131.7147948993133,0,0.28910600163010947,0.2379084967320262,36.92774315507765,9,1.2,0.08571428571428572,7,411,355,85.55555555555556,0.1362530413625304,0.5038998620141623,7,3,5,54,52.80769230769231,1.656034240062892,574.0930215913764,1750.0476234030223,3,1,0,0,True,0,9.094947017729282e-13,True,True
107,27,contribution-based,298,29,1,96.66666666666667,96.66666666666667,69.43483275663206,19,11,10,401,22,232,29,47,0,242,10,10,100,4.132231404958677,2.8,21.7,3362.310263168486,3362.310263168486,0,0.24452012123779765,0.2127659574468086,31.089664382665646,8,1.0666666666666667,0.0761904761904762,3,432,407,98,0.05787037037037037,0.5052333543805317,6,4,5,63,37.06896551724138,1.9146453648249417,706.1008032816072,1618.0398417127924,0,1,0,0,True,1.8189894035458565e-12,9.094947017729282e-13,True,True
108,27,mission-aligned,245,26,4,86.66666666666667,96.29629629629629,58.78508266051519,19,11,11,731,80,215,29,51,3,228,13,11,84.61538461538461,5.701754385964913,2.6363636363636362,29.09090909090909,3131.7147948993133,3914.6434936241412,782.9286987248283,0.2891060016301097,0.2379084967320262,36.92774315507766,9,1.2,0.08571428571428572,7,411,355,85.55555555555556,0.1362530413625304,0.5038998620141623,7,3,5,54,52.80769230769231,1.656034240062892,574.0930215913764,1750.0476234030223,3,1,0,0,True,0,4.547473508864641e-13,True,True
109,28,leader-priority,276,30,0,100,100,62.9757785467128,18,12,12,728,57,347,39,74,9,366,19,12,63.1578947368421,5.191256830601093,2.8333333333333335,55.916666666666664,3605.4357473125438,3605.4357473125438,0,0.27709839249137813,0.1945945945945946,35.00997126643665,12,1.6,0.11428571428571428,1,453,410,99.33333333333333,0.09492273730684327,0.5012421711655957,6,8,1,49,51.86666666666667,1.674796383270614,639.760647996919,1635.086173445431,0,0,0,0,True,2.2737367544323206e-13,0,True,True
110,28,equal-share,242,27,3,90,93.10344827586206,56.55517108804306,18,12,10,1019,73,275,34,65,7,292,17,10,58.8235294117647,5.821917808219178,2.9,55.5,3221.592968255679,3221.592968255679,0,0.32968579940660003,0.2235897435897436,40.434982998666825,10,1.3333333333333333,0.09523809523809523,3,452,380,91.33333333333333,0.1592920353982301,0.5005257875326802,7,4,4,51,65.55555555555556,1.4246170376812821,563.3747295197096,1711.4720919226409,1,2,0,0,True,2.2737367544323206e-13,9.094947017729282e-13,True,True
111,28,contribution-based,311,30,0,100,100,68.5121107266436,18,12,12,1004,96,383,41,81,11,406,23,12,52.17391304347826,5.665024630541872,2.75,65.41666666666667,3605.435747312544,3605.435747312544,0,0.19366146252462202,0.20576131687242794,29.992808701895804,17,2.2666666666666666,0.1619047619047619,4,468,415,100,0.11324786324786325,0.497277989758887,5,7,3,57,62.96666666666667,1.4080335408993236,724.6177996368752,1550.2290218054736,0,0,0,0,True,9.094947017729282e-13,4.547473508864641e-13,True,True
112,28,mission-aligned,242,27,3,90,93.10344827586206,56.55517108804306,18,12,10,1019,73,275,34,65,7,292,17,10,58.8235294117647,5.821917808219178,2.9,55.5,3221.592968255679,4026.991210319599,805.3982420639197,0.32968579940660003,0.2235897435897436,40.43498299866681,10,1.3333333333333333,0.09523809523809523,3,452,380,91.33333333333333,0.1592920353982301,0.5005257875326802,7,4,4,51,65.55555555555556,1.4246170376812821,563.3747295197096,1711.4720919226409,1,2,0,0,True,2.2737367544323206e-13,4.547473508864641e-13,True,True
113,29,leader-priority,240,30,0,100,100,57.631680123029604,17,13,13,760,72,320,31,56,1,334,14,13,92.85714285714286,4.191616766467066,2.769230769230769,33.15384615384615,3443.807274343459,3443.807274343459,0,0.3459391864072532,0.2785714285714287,38.28270702832509,7,0.9333333333333333,0.06666666666666667,6,424,404,96.88888888888889,0.04716981132075472,0.5076020524240725,7,4,4,39,50.63333333333333,1.6530718895977787,584.2773795345331,1688.9131560174123,0,0,0,0,True,2.2737367544323206e-13,9.094947017729282e-13,True,True
114,29,equal-share,238,28,2,93.33333333333333,100,55.97846981930027,17,13,12,447,44,182,30,57,2,196,14,12,85.71428571428571,7.142857142857143,2.9166666666666665,24.75,3240.2849051717917,3240.2849051717917,0,0.2929773772405966,0.1918128654970761,38.056540767924524,7,0.9333333333333333,0.06666666666666667,5,429,388,93.33333333333333,0.09557109557109557,0.505949231362185,6,5,4,54,38.357142857142854,2.016122577777356,574.1864582479877,1699.0040773039582,2,0,0,0,True,6.821210263296962e-13,0,True,True
115,29,contribution-based,245,27,3,90,90,61.01499423298731,17,13,10,739,57,343,27,45,0,353,10,10,100,2.8328611898016995,2.8,25.5,3080.923817579949,3080.9238175799487,0,0.3535585556912779,0.28740740740740733,41.353469033401545,7,0.9333333333333333,0.06666666666666667,4,451,408,97.77777777777777,0.09534368070953436,0.5066225536501254,4,5,6,57,57.148148148148145,1.4651471719646614,602.808425346542,1670.3821102054033,0,3,0,0,True,2.2737367544323206e-13,4.547473508864641e-13,True,True
116,29,mission-aligned,238,28,2,93.33333333333333,100,55.97846981930027,17,13,12,447,44,182,30,57,2,196,14,12,85.71428571428571,7.142857142857143,2.9166666666666665,24.75,3240.2849051717917,4050.35613146474,810.0712262929479,0.29297737724059636,0.1918128654970761,38.056540767924524,7,0.9333333333333333,0.06666666666666667,5,429,388,93.33333333333333,0.09557109557109557,0.505949231362185,6,4,5,53,38.357142857142854,2.016122577777356,574.1864582479877,1699.0040773039582,2,0,0,0,True,6.821210263296962e-13,4.547473508864641e-13,True,True
117,30,leader-priority,281,27,3,90,93.10344827586206,64.32141484044598,14,16,13,645,53,306,34,65,7,323,17,13,76.47058823529412,5.2631578947368425,2.769230769230769,34.92307692307692,3272.5638650708474,3272.5638650708474,0,0.35063048450575995,0.23589743589743595,43.25967757012437,8,1.0666666666666667,0.0761904761904762,6,411,376,90.22222222222223,0.0851581508515815,0.5033584675417356,7,4,4,56,51.333333333333336,1.6326600512995402,653.4367855182109,1677.9835067121162,1,2,0,0,True,2.2737367544323206e-13,9.094947017729282e-13,True,True
118,30,equal-share,288,30,0,100,100,66.01307189542484,14,16,16,576,32,256,33,64,3,275,19,16,84.21052631578948,6.909090909090909,2.625,26.1875,3722.82563189788,3722.82563189788,0,0.288620181214309,0.1937500000000001,34.568391503276686,12,1.6,0.11428571428571428,3,452,405,96.88888888888889,0.10398230088495575,0.5056576008329173,6,5,4,52,43.53333333333333,1.9250656975553213,674.8693929384174,1656.5508992919083,0,0,0,0,True,1.8189894035458565e-12,9.094947017729282e-13,True,True
119,30,contribution-based,264,29,1,96.66666666666667,100,56.32449058054594,14,16,15,559,35,227,36,76,7,249,22,15,68.18181818181819,8.835341365461847,2.8,43.2,3560.909920904236,3560.909920904236,0,0.3243072641616105,0.19649122807017538,38.49338310216792,12,1.6,0.11428571428571428,3,463,398,95.77777777777777,0.14038876889848811,0.5017335143806025,8,3,4,47,44.06896551724138,1.9805636613144963,584.9275246021969,1746.49276762813,1,0,0,0,True,0,0,True,True
120,30,mission-aligned,292,26,4,86.66666666666667,100,63.47558631295656,14,16,13,745,56,299,29,56,3,315,16,13,81.25,5.079365079365079,2.6923076923076925,32.53846153846154,3146.7964091117688,3933.4955113897113,786.6991022779423,0.33297046836323796,0.3023809523809524,36.457594466899295,9,1.2,0.08571428571428572,6,421,357,85.55555555555556,0.15201900237529692,0.5040095276701015,7,3,5,83,57.07692307692308,1.4990053692270564,679.2562626606037,1652.1640295697239,4,0,0,0,True,0,9.094947017729282e-13,True,True
